reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
befd7cd7-e974-4522-beac-d1ed899913d2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kerenn si mas sopan santun dan ramah banget,5,0,5.18.2,2025-05-16 01:52:43,,,5.18.2
60637816-eb94-4ef0-8a90-cd034b1ad181,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,5.17.1,2025-05-16 01:43:28,,,5.17.1
8269c0cb-c2d0-426b-82df-6150be88f8ee,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok banget,5,0,5.18.2,2025-05-16 01:42:55,,,5.18.2
c3a3c664-d9d6-48b7-b143-9e12129fc934,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"lagi lagi dan lagi,, pesen gojek jam sekian keterangan smpai dalam 4 menit jika telat dpt vocer mana ada tu vocer voceran , tau nya 12 mnit - 13 menit baru smpai bahkan pernah 20 menit baru smpai pdhal tdk dlm keadaan macet bhkan liat di maps nya driver sering berhenti ga tau ngapain. jgn gitulah ga akurat,, kan cust bayar lho bukan gratis. KECEWA!!! 🙌🙌🙌🙌🫵🫵🫵🫵",1,0,5.6.1,2025-05-16 01:41:02,"Hai Kak @bie' 08, mohon maaf atas ketidaknyamanannya. Agar dapat dibantu lebih lanjut, silakan laporkan melalui menu Bantuan (pada menu Profil Saya) di aplikasi Gojek dengan mengetik ""Driver menjemput terlalu lama"" pada kolom pencarian. Semoga informasi ini membantu kamu. ^Miko",2025-05-16 06:48:45,5.6.1
5e8cdcdb-ca64-46f9-b277-a57887fd1845,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,jos,5,0,5.18.2,2025-05-16 01:40:03,,,5.18.2
68309f2e-c834-4c33-bfc5-c591ffefbe5b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,urang Sunda,5,0,5.18.2,2025-05-16 01:34:55,,,5.18.2
6aca4454-f35c-499a-8883-d57ad61028e0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"SUAMI AKU DRIVER GOJEK, TODAY KENA ORDERAN FIKTIF SENILAI 95RB DAN GA DITANGGUNG OLEH PIHAK GOJEK MALAH MASUK KE TAGIHAN !!!",1,0,5.18.2,2025-05-16 01:31:01,"Hai Kak Adela, mohon maaf untuk kendalanya. Laporan yang Anda sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika Anda memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek Driver App Anda. ^Miko",2025-05-16 06:46:07,5.18.2
80d3b82e-63df-437f-aed5-a066d0de0b22,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Top markotop banyak promo ✅,5,0,5.18.2,2025-05-16 01:27:12,"Hi Danu, mohon maaf atas ketidaknyamanannya, fokus GoFood secara keseluruhan adalah untuk terus memberikan pengalaman kuliner terbaik bagi pelanggan. Oleh karena itu, kami menerapkan Biaya Pemesanan dan Biaya Jasa GoFood agar kami terus dapat meningkatkan kualitas layanan kepada pengguna aplikasi, termasuk pengembangan teknologi. ^Viska",2022-05-14 00:33:17,5.18.2
9463bea0-75ad-4d64-a373-63af3f611945,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya pesen makanan sudah sama ongkir, gk taunya yang dapat driver argo 5rb ia meminta ongkir tambahan, minta uang parkir padahal saya pesen makanan sudah termasuk ongkir. sangat disayangkan sistem seperti ini memberatkan customer. Kalau tarif terlalu rendah, seharusnya diperbaiki oleh Gojek, bukan dibebankan ke kami. Harap ada tindakan tegas dan perbaikan sistem!. percuma saja melapor, sedikit tindakan. mau kasih rating 🌟 1 kasihan penghasilan mereka disitu",1,0,,2025-05-16 01:25:57,"Hai kak @I Digital Art, mohon maaf atas ketidaknyamanannya. Untuk biaya tol/parkir akan muncul di akhir tagihan saat kakak melakukan order ya. Jika tidak sesuai, silakan laporkan melalui halaman Bantuan (pada menu Profil Saya) di aplikasi Gojek > ketik ""Saya dikenakan ongkos tol/parkir"" pada kolom pencarian. Kami akan membantumu. ^Miko",2025-05-16 06:43:56,
4c353dd0-e19c-486f-bb84-628d713a5a0d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,matul,5,0,5.18.2,2025-05-16 01:24:38,,,5.18.2
ec829e37-6b2f-4a3b-85fb-101475564953,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat berguna,5,0,,2025-05-16 01:10:48,,,
677c5cf9-4746-40c4-a4ec-e4e9eb5d39fc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,5.18.2,2025-05-16 01:07:35,,,5.18.2
3b3e714b-f512-4e8b-9db7-fb22d100415c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,okey,5,0,5.18.2,2025-05-16 01:06:27,,,5.18.2
a780965a-05a3-40e9-879a-c2f97fac414f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat membantu,5,0,,2025-05-16 00:49:46,,,
c74869c3-1816-4d0f-94f1-4ec0f80ac511,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pelayanan bagus dan ramah,5,0,5.18.2,2025-05-16 00:35:59,,,5.18.2
5e01c1a4-f035-44ed-ae3f-745d0761b2b0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,driver yang baik,5,0,,2025-05-16 00:30:30,,,
73ddeea1-1504-4551-b226-5a5d3573e05e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,,2025-05-16 00:17:40,,,
87678ec0-4214-4302-8b82-6d4ca7bba620,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"dari desember 2024 barang dinyatakan hilang oleh gojek, sampai detik ini mei 2025 tidak ada pergantian, laporan di menu gojek sudah hilang. lapor disuruh tunggu terus gak ada solusi sampai sekarang, waspada barang mahal bahaya",1,1,5.17.1,2025-05-16 00:06:03,"Hai Kak @Bagabaga, mohon maaf atas ketidaknyamanannya. Jika masih mengalami keluhan, silakan laporkan melalui email ke customerservice@gojek.com dengan melampirkan kode psr-25-136-0106-47621 pada subject email dan cantumkan nomor laporan sebelumnya serta ceritakan kembali detail permasalahannya. Kami tunggu detail laporan kamu ya. ^Miko",2025-05-16 01:07:33,5.17.1
b1c53c36-776f-462b-9981-a567d5693b08,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sbnrny ini aplikasi nya bagus banget, cuman tadi ad kyk nya hp saya yang ngelag, sya sudah sampai tujuan setelah di cancel gojek 2x terus waktu saya nyampe ada driver gojek lain nlpn saya, saya kira apa trnyata kykny antara hp saya atau aplikasi nya yang ngelag, atau saya nya yang keliru,bpk driver nya dah sampai di lokasi jemput yg pdhl salah paham, terus terjadi kesalahpahaman antara kami, ini adalah kesalahan pahaman mohon kejadian ini jangan terulang lagi oleh yang lain 🙏🏻",3,0,5.18.2,2025-05-16 00:00:59,"Hai Kak Nindya, mohon maaf atas ketidaknyamanannya. Kedepannya jika terjadi double order kamu dapat melakukan pembatalan dari aplikasi untuk salah satu ordernya ya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Miko",2025-05-16 01:04:06,5.18.2
a744d8d4-8437-4b3a-85d7-341234b5cc6d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nyaman,5,0,,2025-05-15 23:56:23,,,
fbaa602f-c270-4762-a2cf-46187d4e8e6b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,maps nya tolong benerin,3,0,5.18.2,2025-05-15 23:53:30,"Hai, Kak Faiqal. Pastikan kamu sudah memberikan izin akses lokasi untuk aplikasi Gojek dan update ke versi terbaru, ya. Jika titik jemput masih bermasalah, laporkan melalui halaman Bantuan di aplikasi > ketik ""Rute dari/menuju lokasi titik jemput/antar saya bermasalah"" > pilih artikel dan isi formulirnya. Kami siap membantu. ^Miko",2025-05-16 00:58:30,5.18.2
ffa9d014-38b8-4ee5-940d-42b32ef8c958,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,𝚊𝚙𝚕𝚒𝚔𝚊𝚜𝚒 𝚋𝚊𝚐𝚞𝚜,4,0,5.18.2,2025-05-15 23:41:30,,,5.18.2
cb42357a-6fe8-438a-bece-560d8fd29a1d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,5.18.2,2025-05-15 23:38:15,,,5.18.2
d9ce26d5-9efe-4b4e-9002-edda1c8054c2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kalau pagi hari pesan di aplikasi, susaaaaaah sekali. Padahal disekitar masih banyak kurir yg nampak di aplikasi. Bayarnyapun udah milih yg terbesar. Tapi entah knp kalau pagi susah cari gojek.",1,0,,2025-05-15 23:34:26,"Mohon maaf atas kendalanya, Kak @ngemilo snack. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Miko",2025-05-16 00:55:37,
0b2b4c69-d77f-4787-89e5-03738954d230,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kenapa gojek skrng tidak ada voucher untuk gomart atau ga minimal ongkir nya dikuragi,3,0,5.18.2,2025-05-15 23:32:40,"Hai Kak Yanti, mohon maaf atas ketidaknyamanannya. Mengenai promo mengikuti syarat dan ketentuan yang berlaku ya. Apabila kamu mengalami keluhan, silakan laporkan melalui menu Bantuan di aplikasi Gojek atau GoPay agar tim kami bisa bantu cek ya. Kami tunggu detail permasalahannya. ^Miko",2025-05-16 00:53:08,5.18.2
09ea2ec1-c56c-4f04-a138-de0b02444c98,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,terima kasih,5,0,,2025-05-15 23:15:37,,,
b58cf269-cbf6-4bff-b95f-24fbf4a59bcd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"terbantu klo males keluar rumah utk membeli makanan ,,ada gofood tinggal pilih resto & menunya",5,0,5.18.2,2025-05-15 23:09:50,,,5.18.2
dfea3e49-c858-4a7f-845c-932ec45a91ae,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,menyenangkan banyak promo,5,0,5.18.2,2025-05-15 23:05:16,,,5.18.2
070c4907-79cf-403b-9324-31804cb05083,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,buat semua pelanggan gojek. kalau sdh janji nanti parkir saya masukin tip tepatilah omongan anda. masak harus driver yg bayari parkir anda. bisa beli makanan bayar parkir gk mampu. malu lah parkir saja gk bisa bayar.,5,0,5.14.2,2025-05-15 23:03:52,,,5.14.2
0fda1c98-38bf-4758-a112-255696c5ca3c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi GO-JEK mantap, cepat pesanan, hemat.",5,0,5.7.2,2025-05-15 22:39:48,,,5.7.2
5ebabf7f-2edc-4e0b-ac9f-76437d6bb2a0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,5.18.2,2025-05-15 22:19:26,,,5.18.2
9b1b323f-4171-40a9-ac3e-1e6f8dccd273,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus driver nya ramah,2,0,5.18.2,2025-05-15 22:18:43,,,5.18.2
e6231162-8e05-42dc-bd9b-d1087d02e079,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Pelayanan pengaduan jelek! Saya komplain terkait driver yang tidak mengambil penumpang tapi sufah menyelesaikan tripnya saja tidak direspon dengan baik!,1,0,,2025-05-15 22:08:45,"Hai Kak Dion, mohon maaf atas ketidaknyamanannya. Jika kamu tidak menerima pesananmu, laporkan melalui halaman Bantuan (pada menu Profil Saya) di aplikasi Gojek > ketik ""Driver menyelesaikan pesanan tanpa mengantarkannya"" pada kolom pencarian. Semoga informasi ini membantu ya. ^Miko",2025-05-16 00:50:47,
d99ab208-9c8b-47b4-a9d9-c7e2735a3d68,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Bingung sama sistem gopaylater gampang banget di blokir, padahal kita tidak melakukan kecurangan apapun apa lagi telat bayar, udah di blokir 2 kali baru di buka blokiran nya di pakai cek out di Tokopedia langsung di blok lagi jika gopaylater tidak mendung Tokopedia mending di hilangkan fitur gopaylater di toko pedia, jangan menyusahkan pelanggan 😏",1,0,,2025-05-15 21:54:41,"Hai Kak @Yonex Crow, mohon maaf atas ketidaknyamanan yang kamu alami terkait GoPay Later. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@mab.co.id dan cantumkan kode psr-25-136-0035-22607 di subjek email, ya. ^Miko",2025-05-16 00:35:42,
65a485e1-d6f5-41af-9f29-0d91a525b193,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Mindah mindah saldo gopay tanpa izin, giliran mau top up gopay gak bisa dipakek di Go Food. payah",1,0,4.42.2,2025-05-15 19:40:41,"Mohon maaf atas kendala yang dialami, Kak Hafiz. Sebelum bertransaksi, pastikan sinyal internet bagus dan sudah pakai aplikasi Gojek versi terbaru, ya. Jika masih berkendala, laporkan melalui halaman Bantuan di aplikasi > ketik ""Tidak dapat melakukan pemesanan"" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Miko",2025-05-16 00:32:59,4.42.2
48aaf4ff-1aa9-4f18-8494-8c52c5352163,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantaps,5,0,,2025-05-15 19:35:04,,,
c1f1b902-ebf3-492d-b9c5-c2a150c39b2e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,terbaik,4,0,5.18.2,2025-05-15 19:29:18,,,5.18.2
4ccfeef2-7d55-4e72-ac2a-31ad42c9577d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,5.18.2,2025-05-15 19:17:17,,,5.18.2
cee00249-b57a-4481-8575-7b60fc6ae142,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,5.18.2,2025-05-15 18:20:26,,,5.18.2
46bad188-81bf-4ec3-9884-0010c0b7d043,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Cukup membantu untuk semua voucher nya,",5,0,,2025-05-15 18:03:18,,,
c22ec9d9-10ed-40e0-98d5-2d72abf5ea39,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ngeri kali mesan gojek mahal kali dibandikan aplikasi lainnya. aplikasi nguras dompet. aplikasi gak merakyat. paling mahal,1,0,5.18.2,2025-05-15 17:12:52,"Mohon maaf atas ketidaknyamanannya, Kak Amelia. Terkait ulasanmu, kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas layanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan layanan Gojek. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Miko",2025-05-16 00:21:01,5.18.2
6f751c15-18db-415e-9833-a66af3ea7835,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,5.18.2,2025-05-15 16:44:23,,,5.18.2
ee80a8f3-821c-49a1-990f-c909362e9887,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pelayanan ny bagus,5,0,5.18.2,2025-05-15 16:30:10,,,5.18.2
60ac8f99-f09f-422c-9159-7e7d0cdeab86,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat sangat nggak suka👎👎👎👎👎,1,0,5.18.2,2025-05-15 16:15:59,,,5.18.2
d0743946-68b7-4a26-ab10-2153a5b4fab0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,untuk kek sekolah bagus,5,0,5.18.2,2025-05-15 15:59:21,,,5.18.2
632da77a-c3c0-4e32-8631-3fe5933dc817,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mempermudah aktifitas,5,0,5.18.2,2025-05-15 15:52:34,,,5.18.2
e727f72d-3a38-48a3-979f-2774be296f6c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,memudahkan dan aman,5,0,5.18.2,2025-05-15 15:46:48,,,5.18.2
